Date,OpenT-0,CloseT-0,HighT-0,LowT-0,VolumeT-0,OpenT-1,CloseT-1,HighT-1,LowT-1,VolumeT-1,OpenT-2,CloseT-2,HighT-2,LowT-2,VolumeT-2,MA5,MA10,MA20,MA60,MA120,ADX,ADXR,MACD,RSI,BBANDS_U,BBANDS_M,BBANDS_L,AD,ATR,HT_DC,High/Open,Low/Open,Close/Open
1999-12-31,3.604911,3.671875,3.674107,3.553571,40952800.0,,,,,,,,,,,,,,,,,,,,,,,39436130.2980024,,,1.019194926032848,0.9857583169182262,1.0185757706639638
2000-01-03,3.745536,3.997768,4.017857,3.631696,133949200.0,0.07011948358010617,0.0714308949130298,0.0708032134855616,0.06982097010445613,0.34222153305552594,,,,,,,,,,,,,,,,,,159448627.84073716,,,1.0727054819390336,0.9696064862278723,1.0673420306199166
2000-01-04,3.866071,3.660714,3.950893,3.613839,128094400.0,0.07285479448749124,0.07777066100961316,0.07742757272051633,0.07135597905444212,1.1193447230851434,0.07015356305840262,0.07146575214237921,0.07083776432286314,0.06985512612413405,0.34216889876895834,,,,,,,,,,,,,66983088.498079896,,,1.0219401040487877,0.9347575354927522,0.9468822481532285
2000-01-05,3.705357,3.714286,3.948661,3.678571,194580400.0,0.0751993328001786,0.07121377417277466,0.0761371186352523,0.0710051226727474,1.0704191641066731,0.07289020338186354,0.07780861195185977,0.07746535613931929,0.07139088599172864,1.1191725658558866,,,,,,,,,,,,,-76137139.07050815,,,1.065662768796637,0.9927710069502075,1.0024097543097736
2000-01-06,3.790179,3.392857,3.821429,3.392857,191993200.0,0.07207326874919559,0.07225593816318306,0.07609410606852526,0.0722769844244337,1.626008546193605,0.0752358811872919,0.0712485254503864,0.07617427233307297,0.0710398579730965,1.0702545317162797,137914000.0,,,,,,,,,4.071957903536926,3.6875,3.303042096463074,-268130339.07050815,,,1.0082449931784225,0.8951706502516107,0.8951706502516107
2000-01-07,3.446429,3.553571,3.607143,3.410714,115183600.0,0.07372314993523092,0.06600301258129362,0.07364223559817833,0.06666324302108913,1.6043886435173225,0.0721082978063518,0.07229119800154121,0.07613123877690038,0.0723123419122854,1.6257584631581583,152760160.0,,,,,,,,,4.063492568431009,3.6638391999999995,3.26418583156899,-215774690.3322876,,,1.046632035651975,0.9896370997342466,1.031087830331047
2000-01-10,3.642857,3.491071,3.651786,3.383929,126266000.0,0.06703683438384518,0.06912946564547819,0.06951275940029758,0.06701409940278386,0.9625302341928874,0.07375898086780322,0.06603522108365244,0.07367817183292555,0.06669585429871841,1.6041418856617466,151223520.0,,,,,,,,,3.793403340246277,3.562499799999999,3.331596259753721,-241028644.5615968,,,1.0024510981353372,0.9289217227028128,0.9583332532679707
2000-01-11,3.426339,3.3125,3.549107,3.232143,110387200.0,0.07085757501258,0.06791362062568193,0.070373068547428,0.06648782465429906,1.0551401636222442,0.0670694156326765,0.06916319981109015,0.06954668051661685,0.06704688231735056,0.9623821953137317,147682080.0,,,,,,,,,3.768898778116306,3.4928569999999994,3.2168152218836927,-295444918.96499914,,,1.035830663574153,0.9433225959252719,0.9667753249167698
2000-01-12,3.392857,3.113839,3.410714,3.089286,244017200.0,0.06664606178914746,0.06443978604920135,0.0683943555819417,0.06350551593772213,0.9224491808547146,0.07089201321814695,0.06794676147675177,0.07040740948087008,0.0665203501182655,1.0549778811695731,157569440.0,,,,,,,,,3.6797077914421856,3.3727675999999995,3.0658274085578134,-502182514.7513027,,,1.0052631160110785,0.9105264383379553,0.9177631123268679
2000-01-13,3.3744389999999997,3.455357,3.526786,3.303571,258171200.0,0.06599480006611766,0.06057513024955746,0.06572740300709634,0.06069864523604984,2.039126513349927,0.06667845311464393,0.06447123171993359,0.06842773093506091,0.06353658247330278,0.9223073065135658,170805040.0,154359520.0,,,,,,,,3.699466933421571,3.3852675999999997,3.0710682665784286,-409241345.392613,,,1.0451473563457512,0.9789985831718991,1.0239796896610074
2000-01-14,3.571429,3.587054,3.651786,3.549107,97594000.0,0.06563654971026188,0.06721885760108988,0.0679642106438081,0.06490894146450099,2.1574042276666017,0.06602687486532752,0.06060469002492567,0.065759476929956,0.060728338666519284,2.0388128920289863,167287120.0,160023640.0,,,,,,,,3.7212895964319364,3.3919641999999994,3.0626388035680625,-434699864.5640106,,,1.022499957300005,0.993749840750019,1.004374999475
2000-01-18,3.607143,3.712054,3.785714,3.587054,114794400.0,0.06946822185707636,0.0697808278662436,0.070373068547428,0.0697332609210611,0.8155429737898507,0.06566845039259861,0.06725165941799081,0.06799737609306784,0.06494069454783137,2.157072415020719,164992800.0,158108160.0,,,,,,,,3.8541920389463824,3.4361607999999997,3.018129561053617,-405033376.61475044,,,1.0495048297225809,0.9944307724977912,1.0290842364719115
2000-01-19,3.772321,3.805804,3.883929,3.691964,149410800.0,0.07016289843482819,0.0722125179058361,0.07295397671795605,0.07047884792426261,0.9592778895262173,0.06950198480908622,0.06981487988706858,0.07040740948087008,0.06976737403390759,0.8154175418154003,172797520.0,160239800.0,,,,,,,,4.0174079491523305,3.5348215999999995,3.0522352508476684,-377235565.9617667,,,1.029586029396756,0.9786982603018143,1.0088759678722994
2000-01-20,4.125,4.053571,4.339286,4.053571,457783200.0,0.07337579219525521,0.07403628543553048,0.07484666454998827,0.07254013162273339,1.248549379555307,0.07019699901361659,0.07224775655574532,0.07298957709336269,0.07051332577401143,0.959130350863514,215550720.0,186560080.0,,,,,,,,4.129085437103572,3.7227679999999994,3.3164505628964265,-835018765.9617667,,,1.0519481212121213,0.9826838787878788,0.9826838787878788
2000-01-21,4.080357,3.975446,4.080357,3.935268,123981200.0,0.0802357866166288,0.0788562258038482,0.08362178701733745,0.07964502738436642,3.8254592728962233,0.07341145430498461,0.07407241405725287,0.07488318852682667,0.07257561784069108,1.2483573504177756,188712720.0,179758880.0,,,,,,,55.714275495802156,4.166910882635014,3.826785799999999,3.486660717364984,-890334296.564363,0.30612257142857147,,1.0,0.9644420819060685,0.9742887693405258
